,主催者,共催・協力,タイトル,サブタイトル,内容,サブイベント,学ぶ,ふれる・感じる,体を動かす,奏でる,乗る,見る,作る・描く,収穫・採集する,その他,"集合
場所",建物,住所,緯度,経度,所要時間,開始日,終了日,開始時間,終了時間,スケジュール備考,開始時間,終了時間,スケジュール備考,就学前,小学生低学年,小学生中学年,小学校高学年,中学生,高校生以上,対象者備考,募集人数,事前登録,申し込み方法,"申込
締切","申込み・問合せ先
",料金種別,金額,料金備考,問合せ先部署名,郵便番号,住所,電話番号,FAX番号,内線,email,ウエブサイトURL,説明
MHLW009,厚生労働省,,血液やおしっこを検査すると何がわかるかな？～白衣を着て臨床検査（りんしょうけんさ）を体験してみよう～,,白衣を着て血液等の検査の体験をしたり、血液の仕組みやはたらきを顕微鏡などを使って学ぶことができます。,,1,1,,,,1,,,,未定,中央合同庁舎５号館,東京都千代田区霞が関1-2-2,35.673391,139.753076,,2017-08-02,2017-08-03,10:00,16:00,終日,,,,1,1,1,1,1,1,,,不要,,,"担当部署：厚生労働省医政局地域医療計画課
郵便番号：100-8916
住所：東京都千代田区霞ヶ関１－２－２
代表番号：03-5253-1111(内線2538)",無料,,,厚生労働省医政局地域医療計画課,100-8916,東京都千代田区霞ヶ関1-2-2,03-5253-1111,,2538,,,
MHLW010,厚生労働省,,人の命を救う、最先端の医療機器に触れてみよう,,病気になったり、怪我をした時に活躍する最先端の医療機器操作し、人の命を救う医療機器のすばらしさを実感できます。,,1,1,1,,,,,,1,未定,中央合同庁舎５号館,東京都千代田区霞が関1-2-2,35.673391,139.753076,,2017-08-02,2017-08-03,10:00,16:00,終日,,,,,1,1,1,1,1,,,不要,,,"担当部署：厚生労働省医政局経済課医療機器政策室
郵便番号：100-8916
住所：東京都千代田区霞ヶ関１－２－２
代表番号：03-5253-1111(内線2533)",無料,,,厚生労働省医政局経済課医療機器政策室,100-8916,東京都千代田区霞ヶ関1-2-2,03-5253-1111,,2533,,,
MHLW011,厚生労働省,,”おいしい水”あります！　水道水とミネラルウォーターを飲み比べてみよう！！,,水道水とミネラルウォーターの飲み比べや水のたびクイズ、水道管であそんだり、水の大切さを知ってもらいます。,,1,1,1,,,,,,1,未定,中央合同庁舎５号館,東京都千代田区霞が関1-2-2,35.673391,139.753076,,2017-08-02,2017-08-03,10:00,16:00,終日,,,,1,1,1,1,1,1,,,不要,,,"担当部署：厚生労働省生活衛生・食品安全部水道課
郵便番号：100-8916
住所：東京都千代田区霞ヶ関１－２－２
代表番号：03-5253-1111(内線4025)",無料,,,厚生労働省生活衛生・食品安全部水道課,100-8916,東京都千代田区霞ヶ関1-2-2,03-5253-1111,,4025,,,
MHLW012,厚生労働省,,一緒に学ぼう「食ベ物の安全」～手洗いチェックなどをやってみよう～,,食品の安全がどのように守られているのか、クイズなどで学んでもらいます。また、正しい手洗い方法を学び食中毒から身を守ることも学んでもらいます。,,1,1,1,,,1,1,,,未定,中央合同庁舎５号館,東京都千代田区霞が関1-2-2,35.673391,139.753076,,2017-08-02,2017-08-03,10:00,16:00,終日,,,,1,1,1,1,1,1,,,不要,,,"担当部署：厚生労働省生活衛生・食品安全部企画情報課
郵便番号：100-8916
住所：東京都千代田区霞ヶ関１－２－２
代表番号：03-5253-1111(内線2493)",無料,,,厚生労働省生活衛生・食品安全部企画情報課,100-8916,東京都千代田区霞ヶ関1-2-2,03-5253-1111,,2493,,,
MHLW013,厚生労働省,,この夏、戦中・戦後のくらしを学ぼう！,～当時のこどもたちは、どんな生活をしていたのかな？自由研究に役立つワークシートも配布中～,戦中、戦後の生活を映像や写真、雑誌、試着などを通して学び・体験してもらいます。また、その時代のこどもたちはどんな遊びをしていたかも体験してもらいます。,,1,1,,,,1,1,,,未定,中央合同庁舎５号館,東京都千代田区霞が関1-2-2,35.673391,139.753076,,2017-08-02,2017-08-03,10:00,16:00,終日,,,,1,1,1,1,1,1,,,不要,,,"担当部署：厚生労働省社会・援護局援護企画課
郵便番号：100-8916
住所：東京都千代田区霞ヶ関１－２－２
代表番号：03-5253-1111(内線3413)",無料,,,厚生労働省社会・援護局援護企画課,100-8916,東京都千代田区霞ヶ関1-2-2,03-5253-1111,,3413,,,
MHLW014,厚生労働省,,水木しげるさん・上田毅八郎さんを通じて戦傷病（せんしょうびょう）について知ろう,～戦傷病者の戦中・戦後の労苦とは～,戦傷病者とそのご家族が体験した戦中・戦後の状況を戦傷病者である「水木しげるさん」や「上田穀八郎さん」などを通して学んでもらいます。,,1,1,,,,1,1,,,未定,中央合同庁舎５号館,東京都千代田区霞が関1-2-2,35.673391,139.753076,,2017-08-02,2017-08-03,10:00,16:00,終日,,,,1,1,1,1,1,1,,,不要,,,"担当部署：厚生労働省社会・援護局援護企画課
郵便番号：100-8916
住所：東京都千代田区霞ヶ関１－２－２
代表番号：03-5253-1111(内線3413)",無料,,,厚生労働省社会・援護局援護企画課,100-8916,東京都千代田区霞ヶ関1-2-2,03-5253-1111,,3413,,,
MHLW015,厚生労働省,,健康で安全に働くために必要なこと　体験してみよう！　学んでみよう！,,働く場所にある危険とその対策を、安全帯やクールベストを試着して学んでもらいます。,,,1,,,,,,,,未定,中央合同庁舎５号館,東京都千代田区霞が関1-2-2,35.673391,139.753076,,2017-08-02,2017-08-03,10:00,16:00,終日,,,,,,1,1,1,1,,,不要,,,"担当部署：厚生労働省労働基準局安全衛生部計画課機構・団体管理室
郵便番号：100-8916
住所：東京都千代田区霞ヶ関１－２－２
代表番号：03-5253-1111(内線5621)",無料,,,厚生労働省労働基準局安全衛生部計画課機構・団体管理室,100-8916,東京都千代田区霞ヶ関1-2-2,03-5253-1111,,5621,,,
MHLW016,厚生労働省,,ちびっこ記者の誕生！臓器移植（ぞうきいしょく）について取材しよう,,記者になって、臓器の形の模型や人口補助心臓の動く様子などを取材して臓器移植を学んでもらいます。,,1,1,,,,1,,,,未定,中央合同庁舎５号館,東京都千代田区霞が関1-2-2,35.673391,139.753076,,2017-08-02,2017-08-03,10:00,16:00,終日,,,,1,1,1,1,1,1,,,不要,,,"担当部署：厚生労働省健康局難病対策課移植医療対策推進室
郵便番号：100-8916
住所：東京都千代田区霞ヶ関１－２－２
代表番号：03-5253-1111(内線2365)",無料,,,厚生労働省健康局難病対策課移植医療対策推進室,100-8916,東京都千代田区霞ヶ関1-2-2,03-5253-1111,,2365,,,
MHLW017,厚生労働省,,造血幹細胞移植（ぞうけつかんさいぼういしょく）ってなあに？お医者さんになって体験してみよう！,,お医者さんになって、注射器で「こつずい」「まっしょうけつかんさいぼう」「さいたいけつ」をとったり、アニメやクイズに挑戦して造血幹細胞移植を学んでもらいます。,,1,1,,,,1,,,,未定,中央合同庁舎５号館,東京都千代田区霞が関1-2-2,35.673391,139.753076,,2017-08-02,2017-08-03,10:00,16:00,終日,,,,1,1,1,1,1,1,,,不要,,,"担当部署：厚生労働省健康局難病対策課移植医療対策推進室
郵便番号：100-8916
住所：東京都千代田区霞ヶ関１－２－２
代表番号：03-5253-1111(内線2363)",無料,,,厚生労働省健康局難病対策課移植医療対策推進室,100-8916,東京都千代田区霞ヶ関1-2-2,03-5253-1111,,2363,,,
MHLW018,厚生労働省,,「遊びながらいつの間にか学べる「児童館」へようこそ！」,～広がれ！じどうかんあそび～,こどもが楽しく遊び、学べる児童館での遊び（バルーンアート、エコバック作り、赤ちゃん人形など）の体験を行います。,,1,,1,,,,1,,,未定,中央合同庁舎５号館,東京都千代田区霞が関1-2-2,35.673391,139.753076,,2017-08-02,2017-08-03,10:00,16:00,終日,,,,1,1,1,1,1,,,,不要,,,"担当部署：厚生労働省雇用均等・児童家庭局総務課
郵便番号：100-8916
住所：東京都千代田区霞ヶ関１－２－２
代表番号：03-5253-1111(内線7826、7823)",無料,,,厚生労働省雇用均等・児童家庭局総務課,100-8916,東京都千代田区霞ヶ関1-2-2,03-5253-1111,,7826、7823,,,
MHLW019,厚生労働省,,危険薬物をやっつけろ！ゲームをしながら楽しく学ぼう！,STOP the 薬物！～断る勇気が未来をつくる～,危険薬物のクイズやシューティングゲーム等をしながら、薬物乱用の危険性や正しい知識を学んでもらいます。,,1,,1,,,1,,,,未定,中央合同庁舎５号館,東京都千代田区霞が関1-2-2,35.673391,139.753076,,2017-08-02,2017-08-03,10:00,16:00,終日,,,,,1,1,1,1,1,,,不要,,,"担当部署：厚生労働省医薬・生活衛生局監視指導・麻薬対策課
郵便番号：100-8916
住所：東京都千代田区霞ヶ関１－２－２
代表番号：03-5253-1111(内線2796)",無料,,,厚生労働省医薬・生活衛生局監視指導・麻薬対策課,100-8916,東京都千代田区霞ヶ関1-2-2,03-5253-1111,,2796,,,
MHLW020,厚生労働省,,薬物乱用防止キャラバンカーが来るよ！,～薬物の乱用はダメ。ゼッタイ。～,キャラバンカーは、薬物標本、パソコンゲーム、ＤＶＤ上映、立体映像ゲーム等ができる車です。,,1,1,,,1,1,,,,未定,中央合同庁舎５号館,東京都千代田区霞が関1-2-2,35.673391,139.753076,,2017-08-02,2017-08-03,10:00,16:00,終日,,,,1,1,1,1,1,1,,,不要,,,"担当部署：厚生労働省医薬・生活衛生局監視指導・麻薬対策課
郵便番号：100-8916
住所：東京都千代田区霞ヶ関１－２－２
代表番号：03-5253-1111(内線2796)",無料,,,厚生労働省医薬・生活衛生局監視指導・麻薬対策課,100-8916,東京都千代田区霞ヶ関1-2-2,03-5253-1111,,2796,,,
MHLW021,厚生労働省,,お薬の世界・楽しく学ぼうキッズ献血,～クイズやゲームにチャレンジして、めざせ、お薬博士！～,お薬博士をめざして、クイズやゲーム、献血の模擬体験等を通して、くすりの正しい使い方や献血の仕組みや大切さなどを学びます。,,1,1,,,,1,1,,,未定,中央合同庁舎５号館,東京都千代田区霞が関1-2-2,35.673391,139.753076,,2017-08-02,2017-08-03,10:00,16:00,終日,,,,1,1,1,1,,,,,不要,,,"担当部署：厚生労働省医薬・生活衛生局総務課、安全対策課、血液対策課
郵便番号：100-8916
住所：東京都千代田区霞ヶ関１－２－２
代表番号：03-5253-1111(内線2712、2794、2756、2908)",無料,,,厚生労働省医薬・生活衛生局総務課、安全対策課、血液対策課,100-8916,東京都千代田区霞ヶ関1-2-2,03-5253-1111,,2712、2794、2756、2908,,,
MAFF001,農林水産省,,大臣室、記者会見室を見学してみよう！,,・大臣室、記者会見室を見学して、大臣のイスに座ったり、記者会見の様子を体験してみよう！,,1,1,,,,1,,,,農林水産省本館正面、本館南、北別館の各玄関,農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,未定,不要,,"当日整理券配布
","担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF002,農林水産省,,お米で日本を元気に！～お米・米粉の魅力～,,"・お米・米粉商品の紹介、レシピ等の配布
・お米・米粉に関するパネル等の展示
・クイズに挑戦",,1,,,,,1,,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF003,農林水産省,,野菜・果物をもっと知ってみよう！,,"・野菜・果物の展示
・野菜・果物に関するパネルの展示
・野菜・果物に関するクイズ　等",,1,,,,,1,,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF004,農林水産省,,わたがしを作って、おさとうの不思議について考えてみよう！,,"・砂糖に関するパネルやサンプル等の展示
・砂糖に関するクイズ
※わたがし作り体験",※印のイベント,1,,,,,1,1,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,"※のイベント
１回60分間隔で実施
①10:00
②11:00
③13:00
④14:00",,,,,1,1,1,1,,,"※印のイベント
各回20人（引率者を除）",不要,,"※印のイベント
当日整理券配布
","担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF005,農林水産省,,きのこにふれてみよう！,,"・パネルや、しいたけほだ木、菌床の展示
・きのこ人気投票
・乾しいたけ貴婦人のキャラクターと乾しいたけの日PR",,1,1,,,,1,,1,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF006,農林水産省,,カイコが食べるエサをさがそう！,,"・カイコの幼虫に食べるエサを探して与え、カイコがどんな物を食べるのか学ぶ
",,1,1,,,,1,,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,"１回30分
①11:00
②13:30
③15:30",,,,,1,1,1,1,,,各回20人（引率者を除）,不要,,"当日整理券配布
","担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF007,農林水産省,農林水産消費安全技術センター,食べ物をたのしく科学してみよう！,"・バナナからDNAを取り出してみよう！
",スーパーや薬局等で入手できるものを使ってDNAを取り出す簡易な実験を行う。,,1,,,,,,1,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,20～30分程度,2017-08-02,2017-08-03,10:00,16:00,"午前の部
10:00開始
午後の部
13:30開始",,,,,1,1,1,1,,,各回4人（引率者を除）,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF008,農林水産省,農林水産消費安全技術センター,食べ物をたのしく科学してみよう！,・カラフルな人工イクラを作ってみよう！,食品などに利用されている技術を使って人工イクラを作る実験を行う。,,1,,,,,,1,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,10～15分程度,2017-08-02,2017-08-03,10:00,16:00,"午前の部
10:00開始
午後の部
14:00開始",,,,,1,1,1,1,,,各回4人（引率者を除）,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF009,農林水産省,農業・食品産業技術総合研究機構,あそんで、まなんで、かんがえよう！農業と環境のつながり,,"・身近に役立つ生きもののチカラ～バイオミメティクス～
・身近な品種、その裏に～品種改良を支える遺伝資源～
・生きものマークを描いてみよう！
・宣誓！生物多様性を守るためにできること～My行動宣言～
・何種類分かるかな？田んぼに棲む生きもの
・温暖化をやっつけよう！地球温暖化対策クエスト",,1,,,,,1,1,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF010,農林水産省,,測って、遊ぼう！統計ランド,,"・「リンゴはいくつ？」：実査手法にならい、木になるリンゴの数を計測してみよう！
・クイズ「野菜・果物クロスワード」：身近な野菜・果物に関する問題に挑戦しよう！",,1,,,,,1,,,1,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF011,農林水産省,,大好きな人へ木のはがきを贈ろう！,,"・丸太や、パネルの展示
※木製はがきを使った暑中見舞い作り。",※印のイベント,1,1,,,,1,1,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,20分,2017-08-02,2017-08-03,10:00,16:00,"※印のイベント
①10:00
②10:20
③10:40
④11:00
⑤11:20
⑥11:40
⑦13:30
⑧13:50
⑨14:10
⑩14:30",,,,,1,1,1,1,,,"※印のイベント
各回10人（引率者を除）",不要,,"※印のイベント
当日整理券配布
","担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF012,農林水産省,株式会社　伊藤園,きみも和食王になろう！,,"・和食について学んで、和食クイズや箸で豆運び競争に挑戦しよう！
・和食に関するパネルや和食食材等の展示",,1,,1,,,,,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF013,農林水産省,日本醤油協会（しょうゆ情報センター）,しょうゆもの知り博士の出前授業,,・しょうゆもの知り博士とテーマ「しょうゆのマジック＝発酵の不思議」を体験学習して、しょうゆ豆博士認定書をもらおう！,,1,1,,,,1,,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,45分,2017-08-02,2017-08-03,10:00,16:00,"１回45分
①10:30
②13:00
③14:30",,,,,1,1,1,1,,,各回24人（引率者を除）,不要,,"当日整理券配布
","担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF014,農林水産省,竹村　久生（中学校教諭）,おうちでプチ農業体験！～育てて食べてみよう～,,"・マイ畑で「とうみょう（豆苗）」を育てる体験。
(持ち帰っておうちで収穫。料理の仕方もあわせて紹介。）",,1,1,,,,1,1,1,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,1回30分間隔で実施,,,,,1,1,1,1,,,各回10人（引率者を除）,必要,"往復はがき
詳細は農林水産省HPをご確認ください",7/18/17,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF015,農林水産省,,田んぼの水はどこからやってくる？,,"・農業水利施設について学んでみよう！
・ＶＲ動画を活用した農業施設見学
・パネル展示等",,1,1,1,,,1,,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF016,農林水産省,,学ぼう！農業・農村のいろいろなはたらき！,,・農業・農村が持つ多面的機能をパネル、模型、模擬実験によりわかりやすく紹介,,1,1,,,,1,,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF017,農林水産省,,遊んで学ぼう！農業遺産,,"・農業遺産のパネル展示（パネルで解けるクイズを実施）
",,1,,,,,1,1,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF032,農林水産省,,遊んで学ぼう！農業遺産,ミサンガを作って願いをかなえよう！,大分県国東半島宇佐地域で作られている七島イ（しちとうい）を使用した工芸品（ミサンガ）制作体験を行います,,1,1,,,,1,1,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,"2017-8-2
2017-8-3","2017-8-2
2017-8-3","13:30
10:40","15:20
15:20","8月2日
午後から２回実施
１回40分
①13:30
②14:40
8月3日
３回実施
１回40分
①10:40
②13:30
③14:40",,,,,1,1,1,1,,,各回10人（引率者を除）,必要,"往復はがき
詳細は農林水産省HPをご確認ください",7/11/17,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
